Participant,Seconds,angry,afraid,happy,sad,neutral
T051,1130.0,,,,,
T051,1131.0,,,,,
T051,1132.0,,,,,
T051,1133.0,,,,,
T051,1134.0,,,,,
T051,1135.0,,,,,
T051,1136.0,,,,,
T051,1137.0,,,,,
T051,1138.0,,,,,
T051,1139.0,,,,,
T051,1140.0,,,,,
T051,1141.0,,,,,
T051,1142.0,,,,,
T051,1143.0,,,,,
T051,1144.0,,,,,
T051,1145.0,,,,,
T051,1146.0,,,,,
T051,1147.0,,,,,
T051,1148.0,,,,,
T051,1149.0,,,,,
T051,1150.0,,,,,
T051,1151.0,,,,,
T051,1152.0,,,,,
T051,1153.0,,,,,
T051,1154.0,,,,,
T051,1155.0,,,,,
T051,1156.0,,,,,
T051,1157.0,,,,,
T051,1158.0,,,,,
T051,1159.0,,,,,
T051,1160.0,,,,,
T051,1161.0,,,,,
T051,1162.0,,,,,
T051,1163.0,,,,,
T051,1164.0,,,,,
T051,1165.0,,,,,
T051,1166.0,,,,,
T051,1167.0,,,,,
T051,1168.0,,,,,
T051,1169.0,,,,,
T051,1170.0,,,,,
T051,1171.0,,,,,
T051,1172.0,,,,,
T051,1173.0,,,,,
T051,1174.0,,,,,
T051,1175.0,,,,,
T051,1176.0,,,,,
T051,1177.0,,,,,
T051,1178.0,,,,,
T051,1179.0,,,,,
T051,1180.0,,,,,
T051,1181.0,,,,,
T051,1182.0,,,,,
T051,1183.0,,,,,
T051,1184.0,,,,,
T051,1185.0,,,,,
T051,1186.0,,,,,
T051,1187.0,,,,,
T051,1188.0,,,,,
T051,1189.0,,,,,
T051,1190.0,,,,,
T051,1191.0,,,,,
T051,1192.0,,,,,
T051,1193.0,,,,,
T051,1194.0,,,,,
T051,1195.0,,,,,
T051,1196.0,,,,,
T051,1197.0,,,,,
T051,1198.0,,,,,
T051,1199.0,,,,,
T051,1200.0,,,,,
T051,1201.0,,,,,
T051,1202.0,,,,,
T051,1203.0,,,,,
T051,1204.0,,,,,
T051,1205.0,,,,,
T051,1206.0,,,,,
T051,1207.0,,,,,
T051,1208.0,,,,,
T051,1209.0,,,,,
T051,1210.0,,,,,
T051,1211.0,,,,,
T051,1212.0,,,,,
T051,1213.0,,,,,
T051,1214.0,,,,,
T051,1215.0,,,,,
T051,1216.0,,,,,
T051,1217.0,,,,,
T051,1218.0,,,,,
T051,1219.0,,,,,
T051,1220.0,,,,,
T051,1221.0,,,,,
T051,1222.0,,,,,
T051,1223.0,,,,,
T051,1224.0,,,,,
T051,1225.0,,,,,
T051,1226.0,,,,,
T051,1227.0,,,,,
T051,1228.0,,,,,
T051,1229.0,,,,,
T051,1230.0,,,,,
T051,1231.0,,,,,
T051,1232.0,,,,,
T051,1233.0,,,,,
T051,1234.0,,,,,
T051,1235.0,,,,,
T051,1236.0,,,,,
T051,1237.0,,,,,
T051,1238.0,,,,,
T051,1239.0,,,,,
T051,1240.0,,,,,
T051,1241.0,,,,,
T051,1242.0,,,,,
T051,1243.0,,,,,
T051,1244.0,,,,,
T051,1245.0,,,,,
T051,1246.0,,,,,
T051,1247.0,,,,,
T051,1248.0,,,,,
T051,1249.0,,,,,
T051,1250.0,,,,,
T051,1251.0,,,,,
T051,1252.0,,,,,
T051,1253.0,,,,,
T051,1254.0,,,,,
T051,1255.0,,,,,
T051,1256.0,,,,,
T051,1257.0,,,,,
T051,1258.0,,,,,
T051,1259.0,,,,,
T051,1260.0,,,,,
T051,1261.0,,,,,
T051,1262.0,,,,,
T051,1263.0,,,,,
T051,1264.0,,,,,
T051,1265.0,,,,,
T051,1266.0,,,,,
T051,1267.0,,,,,
T051,1268.0,,,,,
T051,1269.0,,,,,
T051,1270.0,,,,,
T051,1271.0,,,,,
T051,1272.0,,,,,
T051,1273.0,,,,,
T051,1274.0,,,,,
T051,1275.0,,,,,
T051,1276.0,,,,,
T051,1277.0,,,,,
T051,1278.0,,,,,
T051,1279.0,,,,,
T051,1280.0,,,,,
T051,1281.0,,,,,
T051,1282.0,,,,,
T051,1283.0,,,,,
T051,1284.0,,,,,
T051,1285.0,,,,,
T051,1286.0,,,,,
T051,1287.0,,,,,
T051,1288.0,,,,,
T051,1289.0,,,,,
T051,1290.0,,,,,
T051,1291.0,,,,,
T051,1292.0,,,,,
T051,1293.0,,,,,
T051,1294.0,,,,,
T051,1295.0,,,,,
T051,1296.0,,,,,
T051,1297.0,,,,,
T051,1298.0,,,,,
T051,1299.0,,,,,
T051,1300.0,,,,,
T051,1301.0,,,,,
T051,1302.0,,,,,
T051,1303.0,,,,,
T051,1304.0,,,,,
T051,1305.0,,,,,
T051,1306.0,,,,,
T051,1307.0,,,,,
T051,1308.0,,,,,
T051,1309.0,,,,,
T051,1310.0,,,,,
T051,1311.0,,,,,
T051,1312.0,,,,,
T051,1313.0,,,,,
T051,1314.0,,,,,
T051,1315.0,,,,,
T051,1316.0,,,,,
T051,1317.0,,,,,
T051,1318.0,,,,,
T051,1319.0,,,,,
T051,1320.0,,,,,
T051,1321.0,,,,,
T051,1322.0,,,,,
T051,1323.0,,,,,
T051,1324.0,,,,,
T051,1325.0,,,,,
T051,1326.0,,,,,
T051,1327.0,,,,,
T051,1328.0,,,,,
T051,1329.0,,,,,
T051,1330.0,,,,,
T051,1331.0,,,,,
T051,1332.0,,,,,
T051,1333.0,,,,,
T051,1334.0,,,,,
T051,1335.0,,,,,
T051,1336.0,,,,,
T051,1337.0,,,,,
T051,1338.0,,,,,
T051,1339.0,,,,,
T051,1340.0,,,,,
T051,1341.0,,,,,
T051,1342.0,,,,,
T051,1343.0,,,,,
T051,1344.0,,,,,
T051,1345.0,,,,,
T051,1346.0,,,,,
T051,1347.0,,,,,
T051,1348.0,,,,,
T051,1349.0,,,,,
T051,1350.0,,,,,
T051,1351.0,,,,,
T051,1352.0,,,,,
T051,1353.0,,,,,
T051,1354.0,,,,,
T051,1355.0,,,,,
T051,1356.0,,,,,
T051,1357.0,,,,,
T051,1358.0,,,,,
T051,1359.0,,,,,
T051,1360.0,,,,,
T051,1361.0,,,,,
T051,1362.0,,,,,
T051,1363.0,,,,,
T051,1364.0,,,,,
T051,1365.0,,,,,
T051,1366.0,,,,,
T051,1367.0,,,,,
T051,1368.0,,,,,
T051,1369.0,,,,,
T051,1370.0,,,,,
T051,1371.0,,,,,
T051,1372.0,,,,,
T051,1373.0,,,,,
T051,1374.0,,,,,
T051,1375.0,,,,,
T051,1376.0,,,,,
T051,1377.0,,,,,
T051,1378.0,,,,,
T051,1379.0,,,,,
T051,1380.0,,,,,
T051,1381.0,,,,,
T051,1382.0,,,,,
T051,1383.0,,,,,
T051,1384.0,,,,,
T051,1385.0,,,,,
T051,1386.0,,,,,
T051,1387.0,,,,,
T051,1388.0,,,,,
T051,1389.0,,,,,
T051,1390.0,,,,,
T051,1391.0,,,,,
T051,1392.0,,,,,
T051,1393.0,,,,,
T051,1394.0,,,,,
T051,1395.0,,,,,
T051,1396.0,,,,,
T051,1397.0,,,,,
T051,1398.0,,,,,
T051,1399.0,,,,,
T051,1400.0,,,,,
T051,1401.0,,,,,
T051,1402.0,,,,,
T051,1403.0,,,,,
T051,1404.0,,,,,
T051,1405.0,,,,,
T051,1406.0,,,,,
T051,1407.0,,,,,
T051,1408.0,,,,,
T051,1409.0,,,,,
T051,1410.0,,,,,
T051,1411.0,,,,,
T051,1412.0,,,,,
T051,1413.0,,,,,
T051,1414.0,,,,,
T051,1415.0,,,,,
T051,1416.0,,,,,
T051,1417.0,,,,,
T051,1418.0,,,,,
T051,1419.0,,,,,
T051,1420.0,,,,,
T051,1421.0,,,,,
T051,1422.0,,,,,
T051,1423.0,,,,,
T051,1424.0,,,,,
T051,1425.0,,,,,
T051,1426.0,,,,,
T051,1427.0,,,,,
T051,1428.0,,,,,
T051,1429.0,,,,,
T051,1430.0,,,,,
T051,1431.0,,,,,
T051,1432.0,,,,,
T051,1433.0,,,,,
T051,1434.0,,,,,
T051,1435.0,,,,,
T051,1436.0,,,,,
T051,1437.0,,,,,
T051,1438.0,,,,,
T051,1439.0,,,,,
T051,1440.0,,,,,
T051,1441.0,,,,,
T051,1442.0,,,,,
T051,1443.0,,,,,
T051,1444.0,,,,,
T051,1445.0,,,,,
T051,1446.0,,,,,
T051,1447.0,,,,,
T051,1448.0,,,,,
T051,1449.0,,,,,
T051,1450.0,,,,,
T051,1451.0,,,,,
T051,1452.0,,,,,
T051,1453.0,,,,,
T051,1454.0,,,,,
T051,1455.0,,,,,
T051,1456.0,,,,,
T051,1457.0,,,,,
T051,1458.0,,,,,
T051,1459.0,,,,,
T051,1460.0,,,,,
T051,1461.0,,,,,
T051,1462.0,,,,,
T051,1463.0,,,,,
T051,1464.0,,,,,
T051,1465.0,,,,,
T051,1466.0,,,,,
T051,1467.0,,,,,
T051,1468.0,,,,,
T051,1469.0,,,,,
T051,1470.0,,,,,
T051,1471.0,,,,,
T051,1472.0,,,,,
T051,1473.0,,,,,
T051,1474.0,,,,,
T051,1475.0,,,,,
T051,1476.0,,,,,
T051,1477.0,,,,,
T051,1478.0,,,,,
T051,1479.0,,,,,
T051,1480.0,,,,,
T051,1481.0,,,,,
T051,1482.0,,,,,
T051,1483.0,,,,,
T051,1484.0,,,,,
T051,1485.0,,,,,
T051,1486.0,,,,,
T051,1487.0,,,,,
T051,1488.0,,,,,
T051,1489.0,,,,,
T051,1490.0,,,,,
T051,1491.0,,,,,
T051,1492.0,,,,,
T051,1493.0,,,,,
T051,1494.0,,,,,
T051,1495.0,,,,,
T051,1496.0,,,,,
T051,1497.0,,,,,
T051,1498.0,,,,,
T051,1499.0,,,,,
T051,1500.0,,,,,
T051,1501.0,,,,,
T051,1502.0,,,,,
T051,1503.0,,,,,
T051,1504.0,,,,,
T051,1505.0,,,,,
T051,1506.0,,,,,
T051,1507.0,,,,,
T051,1508.0,,,,,
T051,1509.0,,,,,
T051,1510.0,,,,,
T051,1511.0,,,,,
T051,1512.0,,,,,
T051,1513.0,,,,,
T051,1514.0,,,,,
T051,1515.0,,,,,
T051,1516.0,,,,,
T051,1517.0,,,,,
T051,1518.0,,,,,
T051,1519.0,,,,,
T051,1520.0,,,,,
T051,1521.0,,,,,
T051,1522.0,,,,,
T051,1523.0,,,,,
T051,1524.0,,,,,
T051,1525.0,,,,,
T051,1526.0,,,,,
T051,1527.0,,,,,
T051,1528.0,,,,,
T051,1529.0,,,,,
T051,1530.0,,,,,
T051,1531.0,,,,,
T051,1532.0,,,,,
T051,1533.0,,,,,
T051,1534.0,,,,,
T051,1535.0,,,,,
T051,1536.0,,,,,
T051,1537.0,,,,,
T051,1538.0,,,,,
T051,1539.0,,,,,
T051,1540.0,,,,,
T051,1541.0,,,,,
T051,1542.0,,,,,
T051,1543.0,,,,,
T051,1544.0,,,,,
T051,1545.0,,,,,
T051,1546.0,,,,,
T051,1547.0,,,,,
T051,1548.0,,,,,
T051,1549.0,,,,,
T051,1550.0,,,,,
T051,1551.0,,,,,
T051,1552.0,,,,,
T051,1553.0,,,,,
T051,1554.0,,,,,
T051,1555.0,,,,,
T051,1556.0,,,,,
T051,1557.0,,,,,
T051,1558.0,,,,,
T051,1559.0,,,,,
T051,1560.0,,,,,
T051,1561.0,,,,,
T051,1562.0,,,,,
T051,1563.0,,,,,
T051,1564.0,,,,,
T051,1565.0,,,,,
T051,1566.0,,,,,
T051,1567.0,,,,,
T051,1568.0,,,,,
T051,1569.0,,,,,
T051,1570.0,,,,,
T051,1571.0,,,,,
T051,1572.0,,,,,
T051,1573.0,,,,,
T051,1574.0,,,,,
T051,1575.0,,,,,
T051,1576.0,,,,,
T051,1577.0,,,,,
T051,1578.0,,,,,
T051,1579.0,,,,,
T051,1580.0,,,,,
T051,1581.0,,,,,
T051,1582.0,,,,,
T051,1583.0,,,,,
T051,1584.0,,,,,
T051,1585.0,,,,,
T051,1586.0,,,,,
T051,1587.0,,,,,
T051,1588.0,,,,,
T051,1589.0,,,,,
T051,1590.0,,,,,
T051,1591.0,,,,,
T051,1592.0,,,,,
T051,1593.0,,,,,
T051,1594.0,,,,,
T051,1595.0,,,,,
T051,1596.0,,,,,
T051,1597.0,,,,,
T051,1598.0,,,,,
T051,1599.0,,,,,
T051,1600.0,,,,,
T051,1601.0,,,,,
T051,1602.0,,,,,
T051,1603.0,,,,,
T051,1604.0,,,,,
T051,1605.0,,,,,
T051,1606.0,,,,,
T051,1607.0,,,,,
T051,1608.0,,,,,
T051,1609.0,,,,,
T051,1610.0,,,,,
T051,1611.0,,,,,
T051,1612.0,,,,,
T051,1613.0,,,,,
T051,1614.0,,,,,
T051,1615.0,,,,,
T051,1616.0,,,,,
T051,1617.0,,,,,
T051,1618.0,,,,,
T051,1619.0,,,,,
T051,1620.0,,,,,
T051,1621.0,,,,,
T051,1622.0,,,,,
T051,1623.0,,,,,
T051,1624.0,,,,,
T051,1625.0,,,,,
T051,1626.0,,,,,
T051,1627.0,,,,,
T051,1628.0,,,,,
T051,1629.0,,,,,
T051,1630.0,,,,,
T051,1631.0,,,,,
T051,1632.0,,,,,
T051,1633.0,,,,,
T051,1634.0,,,,,
T051,1635.0,,,,,
T051,1636.0,,,,,
T051,1637.0,,,,,
T051,1638.0,,,,,
T051,1639.0,,,,,
T051,1640.0,,,,,
T051,1641.0,,,,,
T051,1642.0,,,,,
T051,1643.0,,,,,
T051,1644.0,,,,,
T051,1645.0,,,,,
T051,1646.0,,,,,
T051,1647.0,,,,,
T051,1648.0,,,,,
T051,1649.0,,,,,
T051,1650.0,,,,,
T051,1651.0,,,,,
T051,1652.0,,,,,
T051,1653.0,,,,,
T051,1654.0,,,,,
T051,1655.0,,,,,
T051,1656.0,,,,,
T051,1657.0,,,,,
T051,1658.0,,,,,
T051,1659.0,,,,,
T051,1660.0,,,,,
T051,1661.0,,,,,
T051,1662.0,,,,,
T051,1663.0,,,,,
T051,1664.0,,,,,
T051,1665.0,,,,,
T051,1666.0,,,,,
T051,1667.0,,,,,
T051,1668.0,,,,,
T051,1669.0,,,,,
T051,1670.0,,,,,
T051,1671.0,,,,,
T051,1672.0,,,,,
T051,1673.0,,,,,
T051,1674.0,,,,,
T051,1675.0,,,,,
T051,1676.0,,,,,
T051,1677.0,,,,,
T051,1678.0,,,,,
T051,1679.0,,,,,
T051,1680.0,,,,,
T051,1681.0,,,,,
T051,1682.0,,,,,
T051,1683.0,,,,,
T051,1684.0,,,,,
T051,1685.0,,,,,
T051,1686.0,,,,,
T051,1687.0,,,,,
T051,1688.0,,,,,
T051,1689.0,,,,,
T051,1690.0,,,,,
T051,1691.0,,,,,
T051,1692.0,,,,,
T051,1693.0,,,,,
T051,1694.0,,,,,
T051,1695.0,,,,,
T051,1696.0,,,,,
T051,1697.0,,,,,
T051,1698.0,,,,,
T051,1699.0,,,,,
T051,1700.0,,,,,
T051,1701.0,,,,,
T051,1702.0,,,,,
T051,1703.0,,,,,
T051,1704.0,,,,,
T051,1705.0,,,,,
T051,1706.0,,,,,
T051,1707.0,,,,,
T051,1708.0,,,,,
T051,1709.0,,,,,
T051,1710.0,,,,,
T051,1711.0,,,,,
T051,1712.0,,,,,
T051,1713.0,,,,,
T051,1714.0,,,,,
T051,1715.0,,,,,
T051,1716.0,,,,,
T051,1717.0,,,,,
T051,1718.0,,,,,
T051,1719.0,,,,,
T051,1720.0,,,,,
T051,1721.0,,,,,
T051,1722.0,,,,,
T051,1723.0,,,,,
T051,1724.0,,,,,
T051,1725.0,,,,,
T051,1726.0,,,,,
T051,1727.0,,,,,
T051,1728.0,,,,,
T051,1729.0,,,,,
T051,1730.0,,,,,
T051,1731.0,,,,,
T051,1732.0,,,,,
T051,1733.0,,,,,
T051,1734.0,,,,,
T051,1735.0,,,,,
T051,1736.0,,,,,
T051,1737.0,,,,,
T051,1738.0,,,,,
T051,1739.0,,,,,
T051,1740.0,,,,,
T051,1741.0,,,,,
T051,1742.0,,,,,
T051,1743.0,,,,,
T051,1744.0,,,,,
T051,1745.0,,,,,
T051,1746.0,,,,,
T051,1747.0,,,,,
T051,1748.0,,,,,
T051,1749.0,,,,,
T051,1750.0,,,,,
T051,1751.0,,,,,
T051,1752.0,,,,,
T051,1753.0,,,,,
T051,1754.0,,,,,
T051,1755.0,,,,,
T051,1756.0,,,,,
T051,1757.0,,,,,
T051,1758.0,,,,,
T051,1759.0,,,,,
T051,1760.0,,,,,
T051,1761.0,,,,,
T051,1762.0,,,,,
T051,1763.0,,,,,
T051,1764.0,,,,,
T051,1765.0,,,,,
T051,1766.0,,,,,
T051,1767.0,,,,,
T051,1768.0,,,,,
T051,1769.0,,,,,
T051,1770.0,,,,,
T051,1771.0,,,,,
T051,1772.0,,,,,
T051,1773.0,,,,,
T051,1774.0,,,,,
T051,1775.0,,,,,
T051,1776.0,,,,,
T051,1777.0,,,,,
T051,1778.0,,,,,
T051,1779.0,,,,,
T051,1780.0,,,,,
T051,1781.0,,,,,
T051,1782.0,,,,,
T051,1783.0,,,,,
T051,1784.0,,,,,
T051,1785.0,,,,,
T051,1786.0,,,,,
T051,1787.0,,,,,
T051,1788.0,,,,,
T051,1789.0,,,,,
T051,1790.0,,,,,
T051,1791.0,,,,,
T051,1792.0,,,,,
T051,1793.0,,,,,
T051,1794.0,,,,,
T051,1795.0,,,,,
T051,1796.0,,,,,
T051,1797.0,,,,,
T051,1798.0,,,,,
T051,1799.0,,,,,
T051,1800.0,,,,,
T051,1801.0,,,,,
T051,1802.0,,,,,
T051,1803.0,,,,,
T051,1804.0,,,,,
T051,1805.0,,,,,
T051,1806.0,,,,,
T051,1807.0,,,,,
T051,1808.0,,,,,
T051,1809.0,,,,,
T051,1810.0,,,,,
T051,1811.0,,,,,
T051,1812.0,,,,,
T051,1813.0,,,,,
T051,1814.0,,,,,
T051,1815.0,,,,,
T051,1816.0,,,,,
T051,1817.0,,,,,
T051,1818.0,,,,,
T051,1819.0,,,,,
T051,1820.0,,,,,
T051,1821.0,,,,,
T051,1822.0,,,,,
T051,1823.0,,,,,
T051,1824.0,,,,,
T051,1825.0,,,,,
T051,1826.0,,,,,
T051,1827.0,,,,,
T051,1828.0,,,,,
T051,1829.0,,,,,
T051,1830.0,,,,,
T051,1831.0,,,,,
T051,1832.0,,,,,
T051,1833.0,,,,,
T051,1834.0,,,,,
T051,1835.0,,,,,
T051,1836.0,,,,,
T051,1837.0,,,,,
T051,1838.0,,,,,
T051,1839.0,,,,,
T051,1840.0,,,,,
T051,1841.0,,,,,
T051,1842.0,,,,,
T051,1843.0,,,,,
T051,1844.0,,,,,
T051,1845.0,,,,,
T051,1846.0,,,,,
T051,1847.0,,,,,
T051,1848.0,,,,,
T051,1849.0,,,,,
T051,1850.0,,,,,
T051,1851.0,,,,,
T051,1852.0,,,,,
T051,1853.0,,,,,
T051,1854.0,,,,,
T051,1855.0,,,,,
T051,1856.0,,,,,
T051,1857.0,,,,,
T051,1858.0,,,,,
T051,1859.0,,,,,
T051,1860.0,,,,,
T051,1861.0,,,,,
T051,1862.0,,,,,
T051,1863.0,,,,,
T051,1864.0,,,,,
T051,1865.0,,,,,
T051,1866.0,,,,,
T051,1867.0,,,,,
T051,1868.0,,,,,
T051,1869.0,,,,,
T051,1870.0,,,,,
T051,1871.0,,,,,
T051,1872.0,,,,,
T051,1873.0,,,,,
T051,1874.0,,,,,
T051,1875.0,,,,,
T051,1876.0,,,,,
T051,1877.0,,,,,
T051,1878.0,,,,,
T051,1879.0,,,,,
T051,1880.0,,,,,
T051,1881.0,,,,,
T051,1882.0,,,,,
T051,1883.0,,,,,
T051,1884.0,,,,,
T051,1885.0,,,,,
T051,1886.0,,,,,
T051,1887.0,,,,,
T051,1888.0,,,,,
T051,1889.0,,,,,
T051,1890.0,,,,,
T051,1891.0,,,,,
T051,1892.0,,,,,
T051,1893.0,,,,,
T051,1894.0,,,,,
T051,1895.0,,,,,
T051,1896.0,,,,,
T051,1897.0,,,,,
T051,1898.0,,,,,
T051,1899.0,,,,,
T051,1900.0,,,,,
T051,1901.0,,,,,
T051,1902.0,,,,,
T051,1903.0,,,,,
T051,1904.0,,,,,
T051,1905.0,,,,,
T051,1906.0,,,,,
T051,1907.0,,,,,
T051,1908.0,,,,,
T051,1909.0,,,,,
T051,1910.0,,,,,
T051,1911.0,,,,,
T051,1912.0,,,,,
T051,1913.0,,,,,
T051,1914.0,,,,,
T051,1915.0,,,,,
T051,1916.0,,,,,
T051,1917.0,,,,,
T051,1918.0,,,,,
T051,1919.0,,,,,
T051,1920.0,,,,,
T051,1921.0,,,,,
T051,1922.0,,,,,
T051,1923.0,,,,,
T051,1924.0,,,,,
T051,1925.0,,,,,
T051,1926.0,,,,,
T051,1927.0,,,,,
T051,1928.0,,,,,
T051,1929.0,,,,,
T051,1930.0,,,,,
T051,1931.0,,,,,
T051,1932.0,,,,,
T051,1933.0,,,,,
T051,1934.0,,,,,
T051,1935.0,,,,,
T051,1936.0,,,,,
T051,1937.0,,,,,
T051,1938.0,,,,,
T051,1939.0,,,,,
T051,1940.0,,,,,
T051,1941.0,,,,,
T051,1942.0,,,,,
T051,1943.0,,,,,
T051,1944.0,,,,,
T051,1945.0,,,,,
T051,1946.0,,,,,
T051,1947.0,,,,,
T051,1948.0,,,,,
T051,1949.0,,,,,
T051,1950.0,,,,,
T051,1951.0,,,,,
T051,1952.0,,,,,
T051,1953.0,,,,,
T051,1954.0,,,,,
T051,1955.0,,,,,
T051,1956.0,,,,,
T051,1957.0,,,,,
T051,1958.0,,,,,
T051,1959.0,,,,,
T051,1960.0,,,,,
T051,1961.0,,,,,
T051,1962.0,,,,,
T051,1963.0,,,,,
T051,1964.0,,,,,
T051,1965.0,,,,,
T051,1966.0,,,,,
T051,1967.0,,,,,
T051,1968.0,,,,,
T051,1969.0,,,,,
T051,1970.0,,,,,
T051,1971.0,,,,,
T051,1972.0,,,,,
T051,1973.0,,,,,
T051,1974.0,,,,,
T051,1975.0,,,,,
T051,1976.0,,,,,
T051,1977.0,,,,,
T051,1978.0,,,,,
T051,1979.0,,,,,
T051,1980.0,,,,,
T051,1981.0,,,,,
T051,1982.0,,,,,
T051,1983.0,,,,,
T051,1984.0,,,,,
T051,1985.0,,,,,
T051,1986.0,,,,,
T051,1987.0,,,,,
T051,1988.0,,,,,
T051,1989.0,,,,,
T051,1990.0,,,,,
T051,1991.0,,,,,
T051,1992.0,,,,,
T051,1993.0,,,,,
T051,1994.0,,,,,
T051,1995.0,,,,,
T051,1996.0,,,,,
T051,1997.0,,,,,
T051,1998.0,,,,,
T051,1999.0,,,,,
T051,2000.0,,,,,
T051,2001.0,,,,,
T051,2002.0,,,,,
T051,2003.0,,,,,
T051,2004.0,,,,,
T051,2005.0,,,,,
T051,2006.0,,,,,
T051,2007.0,,,,,
T051,2008.0,,,,,
T051,2009.0,,,,,
T051,2010.0,,,,,
T051,2011.0,,,,,
T051,2012.0,,,,,
T051,2013.0,,,,,
T051,2014.0,,,,,
T051,2015.0,,,,,
T051,2016.0,,,,,
T051,2017.0,,,,,
T051,2018.0,,,,,
T051,2019.0,,,,,
T051,2020.0,,,,,
T051,2021.0,,,,,
T051,2022.0,,,,,
T051,2023.0,,,,,
T051,2024.0,,,,,
T051,2025.0,,,,,
T051,2026.0,,,,,
T051,2027.0,,,,,
T051,2028.0,,,,,
T051,2029.0,,,,,
T051,2030.0,,,,,
T051,2031.0,,,,,
T051,2032.0,,,,,
T051,2033.0,,,,,
T051,2034.0,,,,,
T051,2035.0,,,,,
T051,2036.0,,,,,
T051,2037.0,,,,,
T051,2038.0,,,,,
T051,2039.0,,,,,
T051,2040.0,,,,,
T051,2041.0,,,,,
T051,2042.0,,,,,
T051,2043.0,,,,,
T051,2044.0,,,,,
T051,2045.0,,,,,
T051,2046.0,,,,,
T051,2047.0,,,,,
T051,2048.0,,,,,
T051,2049.0,,,,,
T051,2050.0,,,,,
T051,2051.0,,,,,
T051,2052.0,,,,,
T051,2053.0,,,,,
T051,2054.0,,,,,
T051,2055.0,,,,,
T051,2056.0,,,,,
T051,2057.0,,,,,
T051,2058.0,,,,,
T051,2059.0,,,,,
T051,2060.0,,,,,
T051,2061.0,,,,,
T051,2062.0,,,,,
T051,2063.0,,,,,
T051,2064.0,,,,,
T051,2065.0,,,,,
T051,2066.0,,,,,
T051,2067.0,,,,,
T051,2068.0,,,,,
T051,2069.0,,,,,
T051,2070.0,,,,,
T051,2071.0,,,,,
T051,2072.0,,,,,
T051,2073.0,,,,,
T051,2074.0,,,,,
T051,2075.0,,,,,
T051,2076.0,,,,,
T051,2077.0,,,,,
T051,2078.0,,,,,
T051,2079.0,,,,,
T051,2080.0,,,,,
T051,2081.0,,,,,
T051,2082.0,,,,,
T051,2083.0,,,,,
T051,2084.0,,,,,
T051,2085.0,,,,,
T051,2086.0,,,,,
T051,2087.0,,,,,
T051,2088.0,,,,,
T051,2089.0,,,,,
T051,2090.0,,,,,
T051,2091.0,,,,,
T051,2092.0,,,,,
T051,2093.0,,,,,
T051,2094.0,,,,,
T051,2095.0,,,,,
T051,2096.0,,,,,
T051,2097.0,,,,,
T051,2098.0,,,,,
T051,2099.0,,,,,
T051,2100.0,,,,,
T051,2101.0,,,,,
T051,2102.0,,,,,
T051,2103.0,,,,,
T051,2104.0,,,,,
T051,2105.0,,,,,
T051,2106.0,,,,,
T051,2107.0,,,,,
T051,2108.0,,,,,
T051,2109.0,,,,,
T051,2110.0,,,,,
T051,2111.0,,,,,
T051,2112.0,,,,,
T051,2113.0,,,,,
T051,2114.0,,,,,
T051,2115.0,,,,,
T051,2116.0,,,,,
T051,2117.0,,,,,
T051,2118.0,,,,,
T051,2119.0,,,,,
T051,2120.0,,,,,
T051,2121.0,,,,,
T051,2122.0,,,,,
T051,2123.0,,,,,
T051,2124.0,,,,,
T051,2125.0,,,,,
T051,2126.0,,,,,
T051,2127.0,,,,,
T051,2128.0,,,,,
T051,2129.0,,,,,
T051,2130.0,,,,,
T051,2131.0,,,,,
T051,2132.0,,,,,
T051,2133.0,,,,,
T051,2134.0,,,,,
T051,2135.0,,,,,
T051,2136.0,,,,,
T051,2137.0,,,,,
T051,2138.0,,,,,
T051,2139.0,,,,,
T051,2140.0,,,,,
T051,2141.0,,,,,
T051,2142.0,,,,,
T051,2143.0,,,,,
T051,2144.0,,,,,
T051,2145.0,,,,,
T051,2146.0,,,,,
T051,2147.0,,,,,
T051,2148.0,,,,,
T051,2149.0,,,,,
T051,2150.0,,,,,
T051,2151.0,,,,,
T051,2152.0,,,,,
T051,2153.0,,,,,
T051,2154.0,,,,,
T051,2155.0,,,,,
T051,2156.0,,,,,
T051,2157.0,,,,,
T051,2158.0,,,,,
T051,2159.0,,,,,
T051,2160.0,,,,,
T051,2161.0,,,,,
T051,2162.0,,,,,
T051,2163.0,,,,,
T051,2164.0,,,,,
T051,2165.0,,,,,
T051,2166.0,,,,,
T051,2167.0,,,,,
T051,2168.0,,,,,
T051,2169.0,,,,,
T051,2170.0,,,,,
T051,2171.0,,,,,
T051,2172.0,,,,,
T051,2173.0,,,,,
T051,2174.0,,,,,
T051,2175.0,,,,,
T051,2176.0,,,,,
T051,2177.0,,,,,
T051,2178.0,,,,,
T051,2179.0,,,,,
T051,2180.0,,,,,
T051,2181.0,,,,,
T051,2182.0,,,,,
T051,2183.0,,,,,
T051,2184.0,,,,,
T051,2185.0,,,,,
T051,2186.0,,,,,
T051,2187.0,,,,,
T051,2188.0,,,,,
T051,2189.0,,,,,
T051,2190.0,,,,,
T051,2191.0,,,,,
T051,2192.0,,,,,
T051,2193.0,,,,,
T051,2194.0,,,,,
T051,2195.0,,,,,
T051,2196.0,,,,,
T051,2197.0,,,,,
T051,2198.0,,,,,
T051,2199.0,,,,,
T051,2200.0,,,,,
T051,2201.0,,,,,
T051,2202.0,,,,,
T051,2203.0,,,,,
